Temperature,Voltage,Resistance,Current Source,Electric Field,Restivity,Current Density
292.8987198677486,0.03840184671000001,3840.1846710000004,1e-05,0.0009124278778296002,7769.262505680557,0.0002080299563137092
292.89852626371675,0.188874526,3731.7950701612904,5.061224489795918e-05,0.00448765873776,7549.974285465204,0.0010528863095061198
292.8969173230654,0.3166036623,3470.599430134228,9.122448979591836e-05,0.007522503016247999,7021.536810040082,0.0018977426626985304
292.89630418683663,0.4406864249,3342.6679288080495,0.00013183673469387754,0.010470709455624,6762.712430042212,0.002742599015890941
292.8972699597162,0.5633696382000001,3266.8771919289948,0.00017244897959183672,0.013385662603632002,6609.376541078569,0.003587455369083352
292.89633392728547,0.6818733489000001,3200.363419166667,0.0002130612244897959,0.016201310769864002,6474.809324888119,0.004432311722275762
292.8957107942728,0.795758568,3136.940453097345,0.0002536734693877551,0.01890722357568,6346.495268534907,0.005277168075468174
292.8949436239188,0.9080559208999999,3085.6269156796116,0.00029428571428571427,0.021575408680583996,6242.680380333289,0.006122024428660584
292.89484190669305,0.9927500698999999,2964.335979591712,0.0003348979591836735,0.023587741660824,5997.2908475999,0.006966880781852995
292.8942062773518,1.1020476909999999,2934.8009162499993,0.0003755102040816327,0.026184653138159996,5937.537038894675,0.007811737135045406
292.8940945632576,1.1883714719999998,2855.8215854830796,0.00041612244897959184,0.028235706174719995,5777.750152111602,0.008656593488237815
292.8939406126432,1.283515424,2810.1990963360145,0.000456734693877551,0.03049632647424,5685.449097679808,0.009501449841430226
292.89400267605805,1.35996626,2734.4418030365205,0.0004973469387755102,0.0323127983376,5532.18087003222,0.010346306194622637
292.8953706951697,1.43456115,2666.67285091047,0.0005379591836734694,0.034085172924,5395.074240036461,0.01119116254781505
292.8958721589505,1.5032066200000003,2598.134898765433,0.0005785714285714285,0.035716189291200004,5256.411809076362,0.012036018901007457
292.89695964285,1.564825572,2527.2397174686885,0.0006191836734693877,0.037180255590719996,5112.9803543232265,0.01288087525419987
292.8978012470119,1.610694308,2441.20077612125,0.0006597959183673469,0.03827009675808,4938.910829467529,0.01372573160739228
292.89942001753514,1.6777652840000001,2395.4108075757576,0.0007004081632653061,0.039863703147840004,4846.270939400954,0.014570587960584691
292.9009940516966,1.7658514149999998,2382.9997062792613,0.0007410204081632653,0.04195662962039999,4821.161442796469,0.015415444313777102
292.901910172484,1.8081312020000002,2313.274905953003,0.0007816326530612244,0.042961197359520004,4680.0978421364,0.016260300666969513
292.9034196851909,1.880500669,2287.0323350955573,0.0008222448979591837,0.04468069589544,4627.0052335035125,0.017105157020161924
292.9053885068016,1.952469601,2262.7958951986757,0.0008628571428571429,0.04639067771976,4577.971325008432,0.017950013373354334
292.9070320162433,2.017309504,2232.8476552066863,0.000903469387755102,0.04793127381504,4517.381598728342,0.01879486972654674
292.9078090975821,2.065121741,2187.439803480329,0.0009440816326530612,0.04906729256616,4425.514787596777,0.019639726079739152
292.90928882590003,2.160773512,2194.3606650362694,0.0009846938775510204,0.05133997864512,4439.516715837268,0.020484582432931567
292.910674209364,2.2595063079999997,2203.738238296178,0.0010253061224489795,0.053685869878079995,4458.488935812175,0.021329438786123974
292.9103861776327,2.316042058,2172.813724717595,0.0010659183673469388,0.05502915929808,4395.924063433283,0.02217429513931639
292.91091754673903,2.370683195,2142.4470039653265,0.001106530612244898,0.056327432713199996,4334.487688577999,0.023019151492508796
